буэнос-айрес,аргентина,буэнос-айрес	Buenos_Aires
ноймаркт-ама-валлерз,австрия,ноймаркт-ам-валлерзе	Neumarkt_am_Wallersee
оттильо,италия,оттильо	Ottiglio
одинцово,россия,московский область,одинцово	Odintsovo
паредиш,,паредиш	Paredes,_Portugal
навсари,индия,навсари	Navsari
пастена,италия,пастена	Pastena
парк-рапидс,город,миннесота,соединять штат америка,сша,америка,парк-рапидс	Park_Rapids,_Minnesota
обертрум,австрия,обертрум	Obertrum
нитра,словакия,нитра	Nitra
онань,италия,онани	Onanì
пщина,польша,пщина	Pszczyna
путивль,украина,путивль	Putyvl
пьоццо,италия,пьоццо	Piozzo
нгаундер,камерун,нгаундере	Ngaoundéré
окабина,город,миннесота,соединять штат америка,сша,америка,окабина	Okabena,_Minnesota
пат,италия,италия,пату	Patù
неджефабад,иран,неджефабад	Najafabad
пинаско,италия,пинаска	Pinasca
новент-падовать,италия,новента-падована	Noventa_Padovana
оялес-де-роа,испания,оялес-де-роа	Hoyales_de_Roa
пьево-эмануэле,италия,пьеве-эмануэле	Pieve_Emanuele
понтедассио,италия,понтедассио	Pontedassio
ополе,польша,ополе	Opole
понтекьянале,италия,понтекьянале	Pontechianale
порвоо,финляндия,порвоо	Porvoo
петрон,италия,петрона	Petronà
оссуччо,италия,оссуччо	Ossuccio
протвино,россия,московский область,протвино	Protvino
паг,город,хорватия,паг	Pag_(town)
попондетта,папуа — новый гвинея,попондетта	Popondetta
прилеп,македония,прилеп	Prilep
опфикон,швейцария,опфикон	Opfikon
новошахтинск,россия,ростовский область,новошахтинск	Novoshakhtinsk
пасленк,польша,пасленк	Pasłęk
осана,республика корея,корея,южный корея,осан	Osan
оривесь,,оривеси	Orivesi
нашица,хорватия,нашице	Našice
обухов,город,украина,обухов	Obukhiv
пьяный-криксия,италия,пьяна-криксия	Piana_Crixia
напат,,напата	Napata
порлецца,италия,порлецца	Porlezza
нойхаус,каринтия,австрия,нойхаус	Neuhaus,_Carinthia
ногароль-вичентино,италия,ногароле-вичентино	Nogarole_Vicentino
пьяный-ди-ско,италия,пьян-ди-ско	Pian_di_Scò
порт-артур,техас,соединять штат америка,сша,америка,порт-артур	Port_Arthur,_Texas
понцано-романо,италия,понцано-романо	Ponzano_Romano
оулайнен,,оулайнен	Oulainen
пьево-лигур,италия,пьеве-лигуре	Pieve_Ligure
папатриго,испания,папатриго	Papatrigo
нинбо,китайский народный республика,китай,кнр,нинбо	Ningbo
пуэрто-де-сан-висенте,испания,пуэрто-де-сан-висенте	Puerto_de_San_Vicente
нина,хорватия,хорватия,нин	Nin,_Croatia
пуэбла-де-алькосер,испания,пуэбла-де-алькосер	Puebla_de_Alcocer
пьовер,италия,пьовера	Piovera
остеллато,италия,остеллато	Ostellato
панделис,литва,панделис	Pandėlys
провальо-валя-саббия,италия,провальо-валь-саббия	Provaglio_Val_Sabbia
ондалснести,норвегия,ондалснес	Åndalsnes
порто-мантовать,италия,порто-мантовано	Porto_Mantovano
паллар,италия,палларе	Pallare
пина-де-эбро,испания,пина-де-эбро	Pina_de_Ebro
пескара,италия,пескара	Pescara
питарка,испания,питарке	Pitarque
пеньяррой-пуэблонуэво,испания,пеньярроя-пуэблонуэво	Peñarroya-Pueblonuevo
озарк,арканзас,соединять штат америка,сша,америка,озарк	Ozark,_Arkansas
пернег,австрия,пернег	Pernegg
олива-де-мерида,испания,олива-де-мерида	Oliva_de_Mérida
