ольба,испания,Ольба	Olba,_Aragon
островной,россия,чукотский автономный округ,Островное 	Ostrovnoye,_Chukotka_Autonomous_Okrug
ориуэла-дель-тремедаль,испания,Ориуэла-дель-Тремедаль	Orihuela_del_Tremedal
оклахома-сити,соединять штат америка,Оклахома-Сити	Oklahoma_City
орнавассо,италия,коммуна,Орнавассо	Ornavasso
омден,германия,коммуна,Омден	Ohmden
очандьяно,испания,муниципалитет,Очандьяно	Otxandio
орденес,испания,район,комарка,Орденес 	Ordes_(comarca)
орать,эстония,кохтла-ярве,Ору 	Oru,_Kohtla-Järve
олива,испания,испания,муниципалитет,Олива 	Oliva
оконешниковский район,россия,посёлок,Оконешниковский район	Okoneshnikovsky_District
орошхаз,венгрия,город,Орошхаза	Orosháza
оберхозенбах,германия,коммуна,Оберхозенбах	Oberhosenbach
обердюренбах,германия,коммуна,Обердюренбах	Oberdürenbach
обергренинген,германия,коммуна,Обергрёнинген	Obergröningen
оряхово,болгария,село,Оряхово 	Oryahovo,_Haskovo_Province
овер-сюр-уаз,франция,муниципалитет,Овер-сюр-Уаз	Auvers-sur-Oise
остфлакка,нидерланды,община,Остфлакке	Oostflakkee
ольмильос-де-муньо,испания,Ольмильос-де-Муньо	Olmillos_de_Muñó
оливейра-ду-мондега,португалия,Оливейра-ду-Мондегу	Oliveira_do_Mondego_e_Travanca_do_Mondego
олавский повенок,польша,город,Олавский повят	Oława_County
олдем,соединять штат америка,округ,техас,Олдем 	Oldham_County,_Texas
оризонтина,бразилия,муниципалитет,Оризонтина	Horizontina
оржиб,франция,коммуна,Оржибе	Orgibet
оттильо,италия,коммуна,Оттильо	Ottiglio
ориндж-уолк,белиз,город,Ориндж-Уолк	Orange_Walk_Town
ортон,италия,город,Ортона	Ortona
орчать-пизать,италия,коммуна,Орчано-Пизано	Orciano_Pisano
оженный,польша,село,Оженна	Ożenna
оссийон,франция,коммуна,Оссийон	Aussillon
огой,болгария,село,Огоя	Ogoya
ортакей,турция,город,аксарай,Ортакёй 	Ortaköy,_Aksaray
оттонвиль,франция,коммуна,Оттонвиль	Ottonville
олон,франция,крез,коммуна,Олон 	Aulon,_Creuse
омбелл-мпоко,центральноафриканский республика,город,Омбелла-Мпоко	Ombella-M'Poko
оденталь,германия,коммуна,Оденталь	Odenthal
олни,соединять штат америка,город,техас,Олни 	Olney,_Texas
ойокасеро,испания,муниципалитет,Ойокасеро	Hoyocasero
орявчик,украина,село,Орявчик	Oryavchyk
ойос-де-мигель-муньос,испания,Ойос-де-Мигель-Муньос	Hoyos_de_Miguel_Muñoz
осметс,франция,коммуна,Осметс	Osmets
одоровци,болгария,село,Одоровци	Odorovtsi
окойоакак,мексика,город,Окойоакак	Ocoyoacac
одивелаш,португалия,район,Одивелаш 	Odivelas_(parish)
обен,франция,коммуна,кот-д’ор,Обен 	Aubaine,_Côte-d'Or
орля,франция,коммуна,Орлю	Orlu,_Ariège
онтория-дель-пинар,испания,Онтория-дель-Пинар	Hontoria_del_Pinar
отрадный,россия,город,Отрадное 	Otradnoye,_Kirovsky_District,_Leningrad_Oblast
ознобишин,россия,деревня,владимирский область,Ознобишино 	Oznobishino,_Vladimir_Oblast
остан,италия,коммуна,Остана	Ostana
охитоса-де-санта-лусия,мексика,Охитос-де-Санта-Лусия	Ojitos_de_Santa_Lucía
о-дю-тот-шато-ламбер,франция,коммуна,О-дю-Тем-Шато-Ламбер	Haut-du-Them-Château-Lambert
отен,франция,город,Отён	Autun
обер-костенц,германия,коммуна,Обер-Костенц	Ober_Kostenz
остров спафарьев,россия,остров,Остров Спафарьева	Spafaryev_Islands
онать,италия,коммуна,Онано	Onano
отепя,эстония,город,Отепя	Otepää
острикур,франция,коммуна,Острикур	Ostricourt
омусати,намибия,город,Омусати	Omusati_Region
оленинский район,россия,посёлок,Оленинский район	Oleninsky_District
онтеньенте,испания,муниципалитет,Онтеньенте	Ontinyent
оцберг,германия,коммуна,Оцберг	Otzberg
оберштауфенбах,германия,коммуна,Оберштауфенбах	Oberstaufenbach
ортенберг,германия,коммуна,баден,Ортенберг 	Ortenberg,_Baden-Württemberg
ольмос-де-охед,испания,населённый пункт,Ольмос-де-Охеда	Olmos_de_Ojeda
олеак-дебат,франция,коммуна,Олеак-Дебат	Oléac-Debat
охинага,мексика,муниципалитет,город,Охинага 	Ojinaga_Municipality
оксенхаузен,германия,город,Оксенхаузен	Ochsenhausen
